Account Username,Account Password,Account Contact First Name,Account Contact Last Name,Account Contact Company,Account Contact Address,Account Contact Address2,Account Contact Country,Account Contact State,Account Contact City,Account Contact Postal Code,Account Contact Phone,Account Contact Fax,Account Contact Email,Account Contact URL,Legacy ID,Listing ID,Listing Title,Listing Email,Listing URL,Listing Address,Listing Address2,Listing Country,Listing Country Abbreviation,Listing Region,Listing Region Abbreviation,Listing State,Listing State Abbreviation,Listing City,Listing City Abbreviation,Listing Neighborhood,Listing Neighborhood Abbreviation,Listing Postal Code,Listing Phone,Listing Fax,Listing Short Description,Listing Long Description,Listing Keywords,Updated Date,Listing Renewal Date,Listing Status,Listing Level,Listing Category 1,Listing Category 2,Listing Category 3,Listing Category 4,Listing Category 5,Listing Template
,,,,,,,,,,,,,,,,,Ja Pierce RV Transport,,,PO Box 26474,,United States,USA,,,Arizona,AZ,Prescott Valley,,,,86312,(602) 319-3911,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,J D's Truck & Diesel Repair,,,8180 E Kelly Rd,,United States,USA,,,Arizona,AZ,Prescott Valley,,,,86315,(928) 772-1502,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,JW's Double H Leatherworks,,,3071 N Robert Rd Ste C,,United States,USA,,,Arizona,AZ,Prescott Valley,,,,86314,(928) 632-8560,,,,Western Wear,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Western Wear,,,,,
,,,,,,,,,,,,,,,,,Kachina Animal Hospital,,,Hwy 69 & Bradshaw Mtn Rd,,United States,USA,,,Arizona,AZ,Prescott Valley,,,,86312,(928) 772-8225,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Laucher Morris Nita DVM,,,6227 E 2nd St,,United States,USA,,,Arizona,AZ,Prescott Valley,,,,86314,(928) 772-7775,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Mingus Motors,,,8350 E State Route 69,,United States,USA,,,Arizona,AZ,Prescott Valley,,,,86314,(928) 772-2720,,,,Truck Dealers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Truck Dealers,,,,,
,,,,,,,,,,,,,,,,,Nail-Co Building Supply,,,9300 E Valley Rd,,United States,USA,,,Arizona,AZ,Prescott Valley,,,,86314,(928) 772-9801,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Seneca Design Materials,,,Prescott Valley AZ 86314,,United States,USA,,,Arizona,AZ,,,,,86314,(928) 759-8999,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Timesaver Industrial,,,3101 W Thomas Rd Ste 102,,United States,USA,,,Arizona,AZ,Prescott Valley,,,,86312,(800) 224-8424,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,U-Haul Neighborhood Dealer,,,2853 N Grizzly Bear Dr,,United States,USA,,,Arizona,AZ,Prescott Valley,,,,86314,(928) 772-1695,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,Animal Clinic of Quartzsite,,,745 W Main,,United States,USA,,,Arizona,AZ,Quartzsite,,,,85346,(928) 927-6404,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Q Mountain Sand & Gravel,,,Quartzsite AZ 85346,,United States,USA,,,Arizona,AZ,,,,,85346,(928) 927-6420,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Ar Gee Bee Farms,,,PO Box 371,,United States,USA,,,Arizona,AZ,Queen Creek,,,,85142,(480) 985-8843,,,,Farm Equipment,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Farm Equipment,,,,,
,,,,,,,,,,,,,,,,,Arizona Steel Systems,,,Queen Creek AZ 85142,,United States,USA,,,Arizona,AZ,,,,,85142,(480) 882-1000,,,,Metal Buildings,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Metal Buildings,,,,,
,,,,,,,,,,,,,,,,,Haltec Corp,,,19522 E Calle De Flores,,United States,USA,,,Arizona,AZ,Queen Creek,,,,85142,(480) 947-4420,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Ironwood Animal Hospital,,,85 W Combs Rd # 116,,United States,USA,,,Arizona,AZ,Queen Creek,,,,85140,(480) 888-2299,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Maricopa Mechanical,,,19019 E Jarseton Dr,,United States,USA,,,Arizona,AZ,Queen Creek,,,,85142,(480) 777-5533,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Natures Source Compost and Fertilizer,,,25315 S Lime Dr.,,United States,USA,,,Arizona,AZ,Queen Creek,,,,85242,(480) 201-4755,,,,Fertilizer and Seed,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Fertilizer and Seed,,,,,
,,,,,,,,,,,,,,,,,San Tan Feed & Supply,,,18543 E San Tan Blvd,,United States,USA,,,Arizona,AZ,Queen Creek,,,,85142,(480) 988-3456,,,,Horse Feed,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Horse Feed,,,,,
,,,,,,,,,,,,,,,,,U-Haul Neighborhood Dealer,,,25851 S Power Rd Ste 2,,United States,USA,,,Arizona,AZ,Queen Creek,,,,85142,(480) 988-5288,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,U-Haul Neighborhood Dealer,,,22020 S Ellsworth Rd No 2,,United States,USA,,,Arizona,AZ,Queen Creek,,,,85142,(480) 987-9007,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,24-7 Truck Brokerage Inc,,,105 Circulo Camacho,,United States,USA,,,Arizona,AZ,Rio Rico,,,,85648,(520) 281-1559,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,24 7 Truck Brokerage Inc,,,57 Kipper St,,United States,USA,,,Arizona,AZ,Rio Rico,,,,85648,(520) 761-4666,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,24 7 Truck Brokers Inc,,,785 E Frontage Rd,,United States,USA,,,Arizona,AZ,Rio Rico,,,,85648,(520) 377-2323,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,Horton W Daniel DVM,,,1133 Calle Remedios,,United States,USA,,,Arizona,AZ,Rio Rico,,,,85648,(520) 761-8686,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Rio Rico Rock & Sand,,,1512 W Frontage Rd,,United States,USA,,,Arizona,AZ,Rio Rico,,,,85648,(520) 281-7980,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Wedge-Loc Co Inc,,,1580 Pendleton Dr,,United States,USA,,,Arizona,AZ,Rio Rico,,,,85648,(520) 281-7218,,,,Fencing,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Fencing,,,,,
,,,,,,,,,,,,,,,,,Northern Star Horse Training,,,28629 N 168th St,,United States,USA,,,Arizona,AZ,Rio Verde,,,,85263,(480) 272-4240,,,,Horse Arenas,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Horse Arenas,,,,,
,,,,,,,,,,,,,,,,,Barkley Seed,,,4731 S Avenue 38 E,,United States,USA,,,Arizona,AZ,Roll,,,,85347,(928) 785-4798,,,,Fertilizer and Seed,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Fertilizer and Seed,,,,,
,,,,,,,,,,,,,,,,,Tacna Sand & Gravel,,,38375 E County 3 1/4 St,,United States,USA,,,Arizona,AZ,Roll,,,,85347,(928) 785-4584,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Case Corp,,,Sacaton AZ 85147,,United States,USA,,,Arizona,AZ,,,,,85147,(520) 418-3363,,,,Farm Equipment,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Farm Equipment,,,,,
,,,,,,,,,,,,,,,,,Gila River Sand & Gravel,,,PO Box 926,,United States,USA,,,Arizona,AZ,Sacaton,,,,85147,(520) 418-2106,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,All About Pets Animal Hospital,,,Safford AZ 85546,,United States,USA,,,Arizona,AZ,,,,,85546,(928) 428-4900,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Cienaga Lael Ranch,,,Safford AZ 85546,,United States,USA,,,Arizona,AZ,,,,,85546,(928) 428-6902,,,,Horse Feed,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Horse Feed,,,,,
,,,,,,,,,,,,,,,,,H&s Feed Tack & Western Wear,,,3030 W Hwy 70,,United States,USA,,,Arizona,AZ,Safford,,,,85546,(928) 428-0890,,,,Western Wear,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Western Wear,,,,,
,,,,,,,,,,,,,,,,,Jr's Barbed Wirefencing,,,Safford AZ 85546,,United States,USA,,,Arizona,AZ,,,,,85546,(928) 322-3658,,,,Fencing,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Fencing,,,,,
,,,,,,,,,,,,,,,,,Jr's Fencing,,,Safford AZ 85546,,United States,USA,,,Arizona,AZ,,,,,85546,(928) 322-3658,,,,Fencing,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Fencing,,,,,
,,,,,,,,,,,,,,,,,Lightning Shoe Shop,,,614 S 5th Ave,,United States,USA,,,Arizona,AZ,Safford,,,,85546,(928) 428-2656,,,,Western Wear,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Western Wear,,,,,
,,,,,,,,,,,,,,,,,Mt Graham Supply,,,1362 W Thatcher Blvd,,United States,USA,,,Arizona,AZ,Safford,,,,85546,(928) 428-1211,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Ortega's Shoes,,,1944 W Thatcher Blvd,,United States,USA,,,Arizona,AZ,Safford,,,,85546,(928) 428-0636,,,,Western Wear,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Western Wear,,,,,
,,,,,,,,,,,,,,,,,Safford Feed & Supply,,,203 E US Highway 70,,United States,USA,,,Arizona,AZ,Safford,,,,85546,(928) 428-3595,,,,Horse Feed,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Horse Feed,,,,,
,,,,,,,,,,,,,,,,,U-haul Neighborhood Dealer - Jo Bi's Market,,,4520 S US Highway 191,,United States,USA,,,Arizona,AZ,Safford,,,,85546,(928) 428-1073,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,Diamond C Feeds,,,1530 W Cleveland,,United States,USA,,,Arizona,AZ,Saint Johns,,,,85936,(928) 337-4474,,,,Horse Feed,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Horse Feed,,,,,
,,,,,,,,,,,,,,,,,Pew Karl G DVM,,,2400 W 15th St,,United States,USA,,,Arizona,AZ,Saint Johns,,,,85936,(928) 337-2442,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Desert Pride Equipment Inc,,,Salome AZ 85348,,United States,USA,,,Arizona,AZ,,,,,85348,(928) 859-4520,,,,Farm Equipment,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Farm Equipment,,,,,
,,,,,,,,,,,,,,,,,Dobbins & Dobbins,,,66693 Highway 60,,United States,USA,,,Arizona,AZ,Salome,,,,85348,(928) 859-5555,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,M & S Hardware,,,38151 S Center St,,United States,USA,,,Arizona,AZ,Salome,,,,85348,(928) 859-3448,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,M & S Hardware,,,Salome AZ 85348,,United States,USA,,,Arizona,AZ,,,,,85348,(928) 859-4230,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Iga Grocery & Ace Hardware,,,656 San Luis Plaza Dr,,United States,USA,,,Arizona,AZ,San Luis,,,,85349,(928) 627-8033,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Fly N Low Sand & Gravel,,,San Simon AZ 85632,,United States,USA,,,Arizona,AZ,,,,,85632,(520) 845-2375,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Southwest Organic Fert Co,,,2659 Parker Rd,,United States,USA,,,Arizona,AZ,San Simon,,,,85632,(520) 845-2655,,,,Fertilizer and Seed,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Fertilizer and Seed,,,,,
,,,,,,,,,,,,,,,,,Bulldog Design Build,,,39706 N Webb Ave,,United States,USA,,,Arizona,AZ,San Tan Valley,,,,85140,(602) 535-5402,,,,Metal Buildings,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Metal Buildings,,,,,
,,,,,,,,,,,,,,,,,Equine Whispering Oaks,,,29850 N Varnum Rd,,United States,USA,,,Arizona,AZ,San Tan Valley,,,,85143,(480) 987-0909,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,All Horses No Sleds,,,8655 E Via De Ventura,,United States,USA,,,Arizona,AZ,Scottsdale,,,,85258,(480) 346-1424,,,,Horse Arenas,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Horse Arenas,,,,,
,,,,,,,,,,,,,,,,,Arabian Expressions Greg Knowles,,,8700 E Black Mountain Rd,,United States,USA,,,Arizona,AZ,Scottsdale,,,,85266,(480) 575-6120,,,,Horse Arenas,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Horse Arenas,,,,,
,,,,,,,,,,,,,,,,,Arnold Joe W,,,7070 E Lowden Dr,,United States,USA,,,Arizona,AZ,Scottsdale,,,,85266,(480) 391-2118,,,,Farm Equipment,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Farm Equipment,,,,,
,,,,,,,,,,,,,,,,,Ashenfelter Sundi DVM,,,10380 N Hayden Rd,,United States,USA,,,Arizona,AZ,Scottsdale,,,,85258,(480) 948-3873,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,A S T Corp,,,Scottsdale AZ 85250,,United States,USA,,,Arizona,AZ,,,,,85250,(480) 614-9333,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Barnes F Howard DVM,,,7349 N Via Paseo Del Sur,,United States,USA,,,Arizona,AZ,Scottsdale,,,,85258,(480) 951-9523,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Beger Aimee DVM,,,20801 N Scottsdale Rd,,United States,USA,,,Arizona,AZ,Scottsdale,,,,85255,(480) 585-3512,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Bella Vista Horse Ranch,,,15027 E Rio Verde Dr,,United States,USA,,,Arizona,AZ,Scottsdale,,,,85262,(480) 471-7879,,,,Horse Arenas,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Horse Arenas,,,,,
,,,,,,,,,,,,,,,,,Ben's Mobile Welding Svc,,,5715 E Crocus Dr,,United States,USA,,,Arizona,AZ,Scottsdale,,,,85254,(602) 619-8594,,,,Fencing,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Fencing,,,,,
,,,,,,,,,,,,,,,,,Brad's Cowboy Up Welding & Fencing,,,Scottsdale AZ 85250,,United States,USA,,,Arizona,AZ,,,,,85250,(480) 488-2517,,,,Fencing,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Fencing,,,,,
,,,,,,,,,,,,,,,,,Bridleway Stables,,,12445 N 96th Pl,,United States,USA,,,Arizona,AZ,Scottsdale,,,,85260,(480) 659-8389,,,,Horse Arenas,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Horse Arenas,,,,,
,,,,,,,,,,,,,,,,,Brown Jeff DVM,,,9993 N 95th Way,,United States,USA,,,Arizona,AZ,Scottsdale,,,,85258,(480) 391-3699,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Byrne Gregory J DVM,,,Scottsdale AZ 85260,,United States,USA,,,Arizona,AZ,,,,,85260,(480) 483-2445,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Circle S Ranch,,,6638 E Jomax Rd,,United States,USA,,,Arizona,AZ,Scottsdale,,,,85266,(480) 585-9753,,,,Horse Arenas,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Horse Arenas,,,,,
,,,,,,,,,,,,,,,,,Compax Equipment,,,Scottsdale AZ 85250,,United States,USA,,,Arizona,AZ,,,,,85250,(480) 998-8434,,,,Farm Equipment,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Farm Equipment,,,,,
,,,,,,,,,,,,,,,,,Cynco Supplies Inc,,,10477 E Pine Valley Dr,,United States,USA,,,Arizona,AZ,Scottsdale,,,,85255,(480) 715-5935,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,"Dawson Todd, DVM",,,23425 N Scottsdale Rd Ste A11,,United States,USA,,,Arizona,AZ,Scottsdale,,,,85255,(480) 585-7511,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Desert Tails Animal Clinic,,,9619 N Hayden Rd # 111,,United States,USA,,,Arizona,AZ,Scottsdale,,,,85258,(480) 428-8777,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Elrod Fence Company,,,Scottsdale AZ 85250,,United States,USA,,,Arizona,AZ,,,,,85250,(602) 569-0103,,,,Fencing,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Fencing,,,,,
,,,,,,,,,,,,,,,,,Emerson Candace DVM,,,14150 N 100th St,,United States,USA,,,Arizona,AZ,Scottsdale,,,,85260,(480) 614-9500,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Equine Veterinary Svc,,,8350 E Evans Rd # B3,,United States,USA,,,Arizona,AZ,Scottsdale,,,,85260,(480) 483-2445,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Euro Stone Designs,,,Scottsdale AZ 85250,,United States,USA,,,Arizona,AZ,,,,,85250,(480) 595-8880,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Foley James P DVM,,,27014 N 92nd St,,United States,USA,,,Arizona,AZ,Scottsdale,,,,85262,(480) 419-0160,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Gulbas Nita DVM,,,7349 N Via Paseo Del Sur,,United States,USA,,,Arizona,AZ,Scottsdale,,,,85258,(480) 951-9523,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Gulinson Scotti DVM,,,9993 N 95th Way,,United States,USA,,,Arizona,AZ,Scottsdale,,,,85258,(480) 391-3699,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Hareski Beth DVM,,,14700 N Frank Lloyd Wright Blvd,,United States,USA,,,Arizona,AZ,Scottsdale,,,,85260,(480) 614-9500,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Hareski Beth DVM,,,14150 N 100th St,,United States,USA,,,Arizona,AZ,Scottsdale,,,,85260,(480) 614-9500,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Harris Laura DVM,,,5502 E Pershing Ave,,United States,USA,,,Arizona,AZ,Scottsdale,,,,85254,(602) 996-2451,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,House Call Veterinary Practice,,,16224 N 66th St,,United States,USA,,,Arizona,AZ,Scottsdale,,,,85254,(480) 946-3475,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Juetten Teresa DVM,,,34462 N Scottsdale Rd,,United States,USA,,,Arizona,AZ,Scottsdale,,,,85266,(480) 575-8347,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Kelley Robert A,,,6615 N Scottsdale Rd,,United States,USA,,,Arizona,AZ,Scottsdale,,,,85250,(480) 483-0388,,,,Horse Arenas,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Horse Arenas,,,,,
,,,,,,,,,,,,,,,,,Klinski Dan DVM,,,Scottsdale AZ 85251,,United States,USA,,,Arizona,AZ,,,,,85251,(480) 994-9340,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Levine Neil R DVM,,,Scottsdale AZ 85250,,United States,USA,,,Arizona,AZ,,,,,85250,(480) 946-3475,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Lopez Tanya L DVM,,,11445 E Via Linda Linda Ste 10,,United States,USA,,,Arizona,AZ,Scottsdale,,,,85259,(480) 860-9545,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Maco Equipment Co,,,7748 E Via Del Futuro,,United States,USA,,,Arizona,AZ,Scottsdale,,,,85258,(480) 948-1843,,,,Farm Equipment,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Farm Equipment,,,,,
,,,,,,,,,,,,,,,,,Marzke Sarah M D.V.M.,,,7712 E Indian School Rd,,United States,USA,,,Arizona,AZ,Scottsdale,,,,85251,(480) 990-9561,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Miles Jennifer S. DVM,,,7349 N Via Paseo Del Sur,,United States,USA,,,Arizona,AZ,Scottsdale,,,,85258,(480) 951-9523,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Millman Marilyn W DVM,,,11445 E Via Linda Linda Ste 10,,United States,USA,,,Arizona,AZ,Scottsdale,,,,85259,(480) 860-9545,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Murbach Nancy L DVM,,,Scottsdale AZ 85251,,United States,USA,,,Arizona,AZ,,,,,85251,(480) 946-3227,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Newland Tom J D.V.M.,,,7712 E Indian School Rd,,United States,USA,,,Arizona,AZ,Scottsdale,,,,85251,(480) 990-9561,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Nick John T DVM,,,9993 N 95th Way,,United States,USA,,,Arizona,AZ,Scottsdale,,,,85258,(480) 391-3699,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Pampered Horse & Rider Inc,,,16211 N Scottsdale Rd,,United States,USA,,,Arizona,AZ,Scottsdale,,,,85254,(480) 342-8801,,,,Horse Saddle,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Horse Saddle,,,,,
,,,,,,,,,,,,,,,,,Paul's Ace Hardware,,,8449 E Mcdonald Dr,,United States,USA,,,Arizona,AZ,Scottsdale,,,,85250,(480) 948-3102,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,"Picard, Mike, Dvm - Scottsdale Hills Animal Hosp",,,7139 E Thunderbird Rd Ste 1,,United States,USA,,,Arizona,AZ,Scottsdale,,,,85254,(480) 948-0939,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Pinnacle Peak Animal Hospital,,,23425 N Scottsdale RdSuite A-11,,United States,USA,,,Arizona,AZ,Scottsdale,,,,85255,(480) 327-6141,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Pirotte Daniel J,,,10855 N Frank Lloyd Wright Blvd,,United States,USA,,,Arizona,AZ,Scottsdale,,,,85259,(480) 451-8375,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
